facility_id,facility_name,facility_type,address,city,state,zip_code,phone,total_beds,is_active,created_date
FAC000372,Specialty Medical Center - 13,Urgent Care,3979 Medical Pkwy,Philadelphia,AZ,34151,555-834-7920,70.0,True,2025-05-28 23:53:57.937506
FAC000373,Primary Care Associates - 843,Clinic,4376 Medical Pkwy,Los Angeles,FL,43205,555-997-2644,40.0,True,2025-10-28 23:53:57.937506
FAC000374,Advanced Healthcare Center - 109,Specialty Center,6538 Medical Pkwy,Dallas,AZ,48609,555-944-3627,,True,2021-01-28 23:53:57.937506
FAC000375,Primary Care Associates - 984,Outpatient Center,5311 Healthcare Blvd,Phoenix,TX,71204,555-815-5275,,True,2023-08-31 23:53:57.937506
FAC000376,Specialty Medical Center - 651,Urgent Care,4555 Oak Ave,Dallas,PA,96570,555-618-2087,,True,2023-04-07 23:53:57.937506
FAC000377,Advanced Healthcare Center - 725,Outpatient Center,1323 Oak Ave,Austin,PA,19924,555-460-7895,18.0,True,2025-01-31 23:53:57.937506
FAC000378,Regional Hospital - 446,Urgent Care,2330 Wellness Dr,Phoenix,IL,93726,555-716-9973,18.0,True,2022-07-13 23:53:57.937506
FAC000379,Regional Hospital - 752,Ambulatory Center,1885 Oak Ave,San Diego,CA,69433,555-855-6353,273.0,True,2021-07-16 23:53:57.937506
FAC000380,Urgent Care Facility - 631,Ambulatory Center,1831 Oak Ave,San Antonio,FL,46226,555-564-1448,37.0,True,2023-02-06 23:53:57.937506
FAC000381,Advanced Healthcare Center - 477,Ambulatory Center,7465 Healthcare Blvd,Austin,TX,65965,555-880-1853,174.0,True,2023-04-24 23:53:57.937506
FAC000382,Primary Care Associates - 846,Ambulatory Center,5245 Healthcare Blvd,San Diego,TX,97500,555-756-4010,,True,2025-04-04 23:53:57.937506
FAC000383,Urgent Care Facility - 331,Ambulatory Center,2078 Wellness Dr,Houston,TX,52389,555-745-8264,129.0,True,2021-11-04 23:53:57.937506
FAC000384,Family Practice Center - 851,Urgent Care,5970 Oak Ave,Philadelphia,CA,43729,555-910-3229,25.0,True,2021-02-20 23:53:57.937506
FAC000385,Community Health Clinic - 286,Outpatient Center,7504 Medical Pkwy,San Diego,CA,31229,555-103-7564,,True,2022-12-22 23:53:57.937506
FAC000386,Advanced Healthcare Center - 250,Specialty Center,7691 Medical Pkwy,San Diego,CA,19698,555-304-6006,22.0,True,2023-09-12 23:53:57.937506
FAC000387,Advanced Healthcare Center - 584,Clinic,2064 Main St,Austin,CA,46344,555-421-2347,128.0,True,2023-10-21 23:53:57.937506
FAC000388,Primary Care Associates - 345,Clinic,2682 Medical Pkwy,New York,NY,18177,555-213-3585,130.0,True,2025-12-28 23:53:57.937506
FAC000389,Central Medical Center - 507,Urgent Care,9984 Main St,San Diego,TX,60174,555-355-9460,,True,2024-05-18 23:53:57.937506
FAC000390,Specialty Medical Center - 187,Outpatient Center,3622 Medical Pkwy,Los Angeles,FL,60933,555-830-3131,85.0,True,2025-05-20 23:53:57.937506
FAC000391,Advanced Healthcare Center - 218,Urgent Care,2530 Main St,Phoenix,NY,53601,555-967-7722,52.0,False,2023-08-08 23:53:57.937506
FAC000392,Specialty Medical Center - 817,Clinic,4166 Medical Pkwy,Los Angeles,IL,17872,555-911-6233,,True,2024-05-23 23:53:57.937506
FAC000393,Urgent Care Facility - 349,Urgent Care,6592 Wellness Dr,San Antonio,TX,43847,555-562-8837,89.0,True,2022-01-02 23:53:57.937506
FAC000394,Urgent Care Facility - 902,Urgent Care,902 Medical Pkwy,Houston,CA,44690,555-994-3187,,True,2021-02-08 23:53:57.937506
FAC000395,Urgent Care Facility - 570,Ambulatory Center,4362 Oak Ave,Houston,PA,33321,555-366-3842,13.0,True,2022-04-01 23:53:57.937506
FAC000396,Central Medical Center - 530,Clinic,609 Healthcare Blvd,Philadelphia,PA,67747,555-803-6367,168.0,True,2024-07-09 23:53:57.937506
FAC000397,Family Practice Center - 88,Ambulatory Center,7508 Wellness Dr,San Antonio,CA,19096,555-918-5616,,True,2023-02-10 23:53:57.937506
FAC000398,Family Practice Center - 738,Ambulatory Center,9113 Oak Ave,Philadelphia,FL,74450,555-303-2382,90.0,True,2024-03-26 23:53:57.937506
FAC000399,Primary Care Associates - 501,Specialty Center,1651 Healthcare Blvd,Dallas,CA,36302,555-524-7022,113.0,True,2022-08-05 23:53:57.937506
FAC000400,Family Practice Center - 708,Urgent Care,1769 Oak Ave,Dallas,NY,89993,555-286-7447,220.0,True,2021-01-20 23:53:57.937506
FAC000401,Advanced Healthcare Center - 662,Specialty Center,2089 Main St,New York,CA,61463,555-997-7182,62.0,True,2023-12-16 23:53:57.937506
FAC000402,Advanced Healthcare Center - 459,Urgent Care,1110 Oak Ave,Phoenix,TX,33388,555-954-4677,193.0,True,2022-11-18 23:53:57.937506
FAC000403,Central Medical Center - 96,Outpatient Center,2241 Oak Ave,Houston,FL,94604,555-121-1376,29.0,True,2022-05-25 23:53:57.937506
FAC000404,Urgent Care Facility - 227,Ambulatory Center,6663 Medical Pkwy,Phoenix,AZ,74494,555-671-4747,133.0,True,2025-02-10 23:53:57.937506
FAC000405,Primary Care Associates - 709,Urgent Care,1476 Wellness Dr,Los Angeles,TX,24212,555-191-8576,192.0,True,2025-04-01 23:53:57.937506
FAC000406,Family Practice Center - 314,Urgent Care,9702 Medical Pkwy,San Antonio,PA,28857,555-303-5289,133.0,True,2024-05-31 23:53:57.937506
FAC000407,Specialty Medical Center - 485,Hospital,1328 Main St,Philadelphia,IL,80861,555-818-3764,47.0,True,2023-02-09 23:53:57.937506
FAC000408,Specialty Medical Center - 436,Outpatient Center,1156 Oak Ave,Los Angeles,FL,66525,555-150-7570,18.0,True,2022-03-15 23:53:57.937506
FAC000409,Specialty Medical Center - 361,Ambulatory Center,7365 Oak Ave,Dallas,TX,38624,555-732-8027,125.0,True,2024-11-23 23:53:57.937506
FAC000410,Advanced Healthcare Center - 278,Outpatient Center,1606 Medical Pkwy,Chicago,CA,90473,555-714-5262,22.0,True,2021-07-16 23:53:57.937506
FAC000411,Urgent Care Facility - 258,Specialty Center,2107 Main St,San Diego,TX,94323,555-252-2459,258.0,True,2022-08-07 23:53:57.937506
FAC000412,Family Practice Center - 124,Specialty Center,7652 Main St,Philadelphia,TX,23926,555-476-3787,142.0,False,2022-01-13 23:53:57.937506
FAC000413,Family Practice Center - 324,Urgent Care,2852 Wellness Dr,Philadelphia,FL,67878,555-680-2922,44.0,False,2023-12-17 23:53:57.937506
FAC000414,Community Health Clinic - 761,Clinic,7196 Healthcare Blvd,Houston,NY,43947,555-114-9615,207.0,True,2023-02-17 23:53:57.937506
FAC000415,Regional Hospital - 197,Urgent Care,8228 Main St,Austin,AZ,23538,555-545-8433,,True,2022-08-26 23:53:57.937506
FAC000416,Family Practice Center - 757,Hospital,6370 Healthcare Blvd,Phoenix,PA,14569,555-947-9096,,True,2024-08-19 23:53:57.937506
FAC000417,Advanced Healthcare Center - 284,Urgent Care,2931 Medical Pkwy,Chicago,FL,19557,555-221-4677,14.0,True,2023-05-25 23:53:57.937506
FAC000418,Urgent Care Facility - 103,Ambulatory Center,3617 Oak Ave,Houston,TX,19229,555-830-4328,126.0,True,2023-06-13 23:53:57.937506
FAC000419,Family Practice Center - 304,Hospital,4605 Medical Pkwy,San Diego,PA,84887,555-295-5361,28.0,True,2024-11-10 23:53:57.937506
FAC000420,Family Practice Center - 370,Urgent Care,7407 Oak Ave,Houston,IL,42846,555-394-9096,,True,2024-03-10 23:53:57.937506
FAC000421,Regional Hospital - 310,Specialty Center,667 Wellness Dr,Houston,TX,68442,555-491-3133,115.0,True,2021-11-08 23:53:57.937506
FAC000422,Central Medical Center - 726,Ambulatory Center,4126 Medical Pkwy,Houston,AZ,12459,555-541-4385,,True,2022-01-02 23:53:57.937506
FAC000423,Regional Hospital - 281,Urgent Care,8273 Healthcare Blvd,Phoenix,PA,75234,555-714-4531,,True,2021-04-06 23:53:57.937506
FAC000424,Central Medical Center - 998,Ambulatory Center,9122 Healthcare Blvd,Houston,AZ,29510,555-943-5636,84.0,True,2025-04-13 23:53:57.937506
FAC000425,Central Medical Center - 567,Specialty Center,1099 Main St,Houston,AZ,95572,555-844-4102,70.0,True,2025-02-13 23:53:57.937506
FAC000426,Urgent Care Facility - 715,Clinic,4683 Healthcare Blvd,Houston,AZ,93930,555-528-3955,,True,2023-02-07 23:53:57.937506
FAC000427,Regional Hospital - 654,Clinic,2348 Healthcare Blvd,Houston,AZ,10113,555-518-3391,284.0,True,2022-01-12 23:53:57.937506
FAC000428,Advanced Healthcare Center - 106,Outpatient Center,3367 Wellness Dr,Austin,PA,14959,555-129-5754,175.0,True,2021-05-23 23:53:57.937506
FAC000429,Central Medical Center - 588,Urgent Care,4182 Wellness Dr,Philadelphia,PA,97111,555-368-4858,65.0,True,2023-05-21 23:53:57.937506
FAC000430,Urgent Care Facility - 481,Outpatient Center,419 Healthcare Blvd,Chicago,FL,61181,555-732-8388,160.0,True,2025-12-26 23:53:57.937506
FAC000431,Advanced Healthcare Center - 452,Ambulatory Center,5983 Healthcare Blvd,Los Angeles,NY,44922,555-354-7056,137.0,True,2024-04-05 23:53:57.937506
FAC000432,Specialty Medical Center - 189,Urgent Care,9021 Healthcare Blvd,Los Angeles,AZ,29871,555-696-8506,84.0,True,2023-09-16 23:53:57.937506
FAC000433,Central Medical Center - 259,Clinic,5736 Wellness Dr,Los Angeles,NY,53231,555-187-1169,23.0,True,2025-01-13 23:53:57.937506
FAC000434,Advanced Healthcare Center - 117,Hospital,8331 Medical Pkwy,San Diego,TX,61292,555-580-3182,254.0,True,2025-03-14 23:53:57.937506
FAC000435,Community Health Clinic - 411,Outpatient Center,6463 Medical Pkwy,Austin,TX,85319,555-992-6296,280.0,True,2023-05-28 23:53:57.937506
FAC000436,Advanced Healthcare Center - 76,Ambulatory Center,3046 Main St,New York,FL,10485,555-809-7513,256.0,True,2025-08-31 23:53:57.937506
FAC000437,Central Medical Center - 156,Outpatient Center,5324 Wellness Dr,Dallas,NY,77552,555-803-4476,30.0,True,2026-01-04 23:53:57.937506
FAC000438,Regional Hospital - 831,Clinic,3688 Main St,New York,CA,74314,555-830-7283,287.0,True,2024-04-17 23:53:57.937506
FAC000439,Urgent Care Facility - 88,Clinic,4702 Main St,San Diego,AZ,72670,555-825-7935,21.0,True,2022-02-09 23:53:57.937506
FAC000440,Family Practice Center - 122,Hospital,7828 Wellness Dr,Philadelphia,AZ,67154,555-853-5198,133.0,True,2024-12-27 23:53:57.937506
FAC000441,Primary Care Associates - 621,Ambulatory Center,5956 Wellness Dr,Austin,TX,62941,555-174-2561,183.0,True,2024-12-03 23:53:57.937506
FAC000442,Family Practice Center - 795,Outpatient Center,3913 Oak Ave,Philadelphia,PA,19188,555-670-1962,,False,2022-02-24 23:53:57.937506
FAC000443,Primary Care Associates - 462,Clinic,1740 Oak Ave,San Diego,NY,80795,555-153-6453,,True,2025-07-07 23:53:57.937506
FAC000444,Advanced Healthcare Center - 305,Ambulatory Center,4051 Medical Pkwy,Austin,AZ,39602,555-340-8715,33.0,True,2023-01-10 23:53:57.937506
FAC000445,Primary Care Associates - 313,Clinic,8843 Main St,Phoenix,TX,10433,555-462-1745,73.0,True,2023-06-21 23:53:57.937506
FAC000446,Central Medical Center - 625,Hospital,3694 Wellness Dr,San Diego,AZ,60387,555-105-5155,,True,2024-03-09 23:53:57.937506
FAC000447,Community Health Clinic - 971,Hospital,6463 Medical Pkwy,Chicago,FL,73185,555-616-7241,21.0,False,2025-07-06 23:53:57.937506
FAC000448,Family Practice Center - 641,Specialty Center,2946 Oak Ave,Dallas,PA,25886,555-409-7466,,True,2025-09-12 23:53:57.937506
FAC000449,Family Practice Center - 271,Urgent Care,3975 Wellness Dr,Phoenix,NY,84349,555-787-7076,74.0,True,2022-07-16 23:53:57.937506
FAC000450,Community Health Clinic - 161,Ambulatory Center,5310 Medical Pkwy,San Antonio,CA,80163,555-235-1673,,True,2023-06-01 23:53:57.937506
FAC000451,Family Practice Center - 178,Specialty Center,9792 Main St,Houston,IL,57044,555-694-3938,62.0,True,2022-09-16 23:53:57.937506
FAC000452,Community Health Clinic - 161,Hospital,5861 Wellness Dr,Austin,TX,53704,555-366-3783,,True,2025-03-01 23:53:57.937506
FAC000453,Central Medical Center - 419,Ambulatory Center,9334 Oak Ave,Chicago,TX,99369,555-615-9074,34.0,True,2025-09-01 23:53:57.937506
FAC000454,Advanced Healthcare Center - 706,Clinic,9325 Oak Ave,New York,IL,49692,555-447-8669,12.0,True,2024-01-29 23:53:57.937506
FAC000455,Advanced Healthcare Center - 299,Hospital,8164 Wellness Dr,Dallas,FL,62509,555-235-2468,27.0,True,2022-06-22 23:53:57.937506
FAC000456,Central Medical Center - 238,Outpatient Center,5163 Oak Ave,San Antonio,FL,17234,555-424-9690,238.0,True,2022-11-27 23:53:57.937506
FAC000457,Urgent Care Facility - 724,Clinic,8135 Main St,San Diego,IL,92873,555-543-3323,,True,2021-02-01 23:53:57.937506
FAC000458,Urgent Care Facility - 720,Specialty Center,1578 Main St,Dallas,TX,94813,555-366-2914,141.0,True,2024-10-10 23:53:57.937506
FAC000459,Advanced Healthcare Center - 73,Ambulatory Center,3911 Wellness Dr,New York,CA,21883,555-420-1723,111.0,True,2024-02-09 23:53:57.937506
FAC000460,Family Practice Center - 947,Specialty Center,3684 Main St,Dallas,TX,57887,555-230-9179,277.0,True,2022-07-08 23:53:57.937506
FAC000461,Urgent Care Facility - 807,Specialty Center,8725 Healthcare Blvd,Philadelphia,IL,80074,555-992-5603,50.0,True,2025-12-18 23:53:57.937506
FAC000462,Family Practice Center - 436,Ambulatory Center,111 Medical Pkwy,San Antonio,AZ,54572,555-865-6907,239.0,True,2024-12-17 23:53:57.937506
FAC000463,Community Health Clinic - 558,Clinic,3400 Oak Ave,Chicago,NY,20545,555-540-5635,115.0,True,2024-07-02 23:53:57.937506
FAC000464,Family Practice Center - 664,Urgent Care,5682 Oak Ave,San Diego,PA,70245,555-997-5312,78.0,True,2024-06-12 23:53:57.937506
FAC000465,Regional Hospital - 931,Urgent Care,5401 Main St,Los Angeles,AZ,48005,555-727-5321,137.0,False,2021-06-10 23:53:57.937506
FAC000466,Urgent Care Facility - 847,Urgent Care,459 Oak Ave,Dallas,CA,94907,555-629-6128,,True,2021-03-05 23:53:57.937506
FAC000467,Regional Hospital - 74,Ambulatory Center,9711 Oak Ave,San Diego,TX,36623,555-546-3703,17.0,True,2023-08-27 23:53:57.937506
FAC000468,Central Medical Center - 170,Hospital,1917 Wellness Dr,Philadelphia,FL,33149,555-423-9049,172.0,True,2022-10-07 23:53:57.937506
FAC000469,Urgent Care Facility - 610,Hospital,6078 Main St,New York,PA,82676,555-882-3478,14.0,True,2021-12-14 23:53:57.937506
FAC000470,Urgent Care Facility - 450,Ambulatory Center,6220 Healthcare Blvd,New York,TX,15155,555-669-8208,60.0,False,2024-04-29 23:53:57.937506
FAC000471,Community Health Clinic - 480,Outpatient Center,9701 Main St,Houston,NY,60353,555-154-4095,235.0,True,2023-12-25 23:53:57.937506
FAC000472,Urgent Care Facility - 717,Clinic,5614 Medical Pkwy,San Antonio,PA,96603,555-252-1894,,False,2022-07-17 23:53:57.937506
FAC000473,Primary Care Associates - 966,Outpatient Center,5385 Oak Ave,Austin,AZ,35035,555-335-4000,275.0,True,2021-09-28 23:53:57.937506
FAC000474,Urgent Care Facility - 513,Ambulatory Center,2680 Healthcare Blvd,Los Angeles,NY,49173,555-136-8704,49.0,True,2023-10-13 23:53:57.937506
FAC000475,Advanced Healthcare Center - 449,Ambulatory Center,8082 Medical Pkwy,Philadelphia,CA,61131,555-366-3679,269.0,True,2024-08-12 23:53:57.937506
FAC000476,Community Health Clinic - 613,Hospital,2954 Wellness Dr,Philadelphia,FL,23994,555-822-8653,26.0,False,2022-11-23 23:53:57.937506
FAC000477,Central Medical Center - 911,Clinic,5946 Oak Ave,Austin,AZ,92656,555-546-2900,149.0,True,2023-01-03 23:53:57.937506
FAC000478,Primary Care Associates - 753,Specialty Center,9749 Oak Ave,Phoenix,PA,57089,555-606-1668,,True,2022-06-12 23:53:57.937506
FAC000479,Specialty Medical Center - 619,Clinic,6299 Medical Pkwy,Chicago,AZ,73766,555-552-6841,,False,2022-05-06 23:53:57.937506
FAC000480,Urgent Care Facility - 27,Hospital,4925 Oak Ave,Dallas,CA,21123,555-826-8949,123.0,True,2024-11-27 23:53:57.937506
FAC000481,Community Health Clinic - 235,Specialty Center,3011 Main St,Phoenix,TX,92941,555-568-9077,,True,2025-08-10 23:53:57.937506
FAC000482,Central Medical Center - 784,Specialty Center,9485 Healthcare Blvd,Houston,TX,67407,555-215-3425,,True,2022-09-20 23:53:57.937506
FAC000483,Urgent Care Facility - 591,Clinic,9397 Main St,Phoenix,IL,34833,555-226-6727,205.0,True,2025-03-09 23:53:57.937506
FAC000484,Central Medical Center - 782,Ambulatory Center,3083 Wellness Dr,San Diego,TX,28342,555-195-4337,,True,2025-06-19 23:53:57.937506
FAC000485,Regional Hospital - 482,Urgent Care,5313 Wellness Dr,Austin,NY,14679,555-989-5654,,True,2021-12-11 23:53:57.937506
FAC000486,Advanced Healthcare Center - 939,Hospital,3719 Wellness Dr,Philadelphia,CA,35309,555-284-3757,,True,2024-10-29 23:53:57.937506
FAC000487,Urgent Care Facility - 186,Hospital,1805 Healthcare Blvd,Philadelphia,TX,13324,555-867-9335,,True,2024-06-21 23:53:57.937506
FAC000488,Primary Care Associates - 651,Urgent Care,2404 Medical Pkwy,Chicago,AZ,87718,555-942-5469,123.0,True,2025-01-15 23:53:57.937506
FAC000489,Advanced Healthcare Center - 993,Outpatient Center,1374 Oak Ave,San Diego,PA,41258,555-676-4479,15.0,False,2024-07-26 23:53:57.937506
FAC000490,Community Health Clinic - 482,Outpatient Center,5782 Medical Pkwy,San Antonio,CA,74124,555-697-1067,,True,2022-11-18 23:53:57.937506
FAC000491,Specialty Medical Center - 419,Hospital,2850 Main St,Houston,TX,60956,555-638-3958,115.0,True,2025-06-20 23:53:57.937506
FAC000492,Specialty Medical Center - 329,Urgent Care,5600 Healthcare Blvd,San Antonio,NY,18256,555-526-2258,135.0,True,2025-05-01 23:53:57.937506
FAC000493,Community Health Clinic - 879,Urgent Care,286 Medical Pkwy,Philadelphia,IL,80851,555-352-9161,,True,2021-07-28 23:53:57.937506
FAC000494,Regional Hospital - 338,Specialty Center,3535 Oak Ave,Philadelphia,IL,94332,555-793-2545,25.0,True,2023-02-11 23:53:57.937506
FAC000495,Primary Care Associates - 711,Ambulatory Center,1210 Medical Pkwy,San Antonio,PA,50334,555-436-1425,65.0,True,2022-10-01 23:53:57.937506
FAC000496,Advanced Healthcare Center - 296,Outpatient Center,4305 Main St,Phoenix,PA,75494,555-391-2998,,True,2022-06-05 23:53:57.937506
FAC000497,Primary Care Associates - 834,Outpatient Center,120 Main St,San Diego,PA,79984,555-503-7120,33.0,True,2021-09-30 23:53:57.937506
FAC000498,Central Medical Center - 466,Specialty Center,6423 Healthcare Blvd,Chicago,FL,68891,555-704-2737,59.0,True,2023-11-23 23:53:57.937506
FAC000499,Community Health Clinic - 323,Clinic,6975 Oak Ave,Austin,CA,12151,555-957-6300,68.0,False,2024-03-10 23:53:57.937506
FAC000500,Urgent Care Facility - 332,Outpatient Center,6883 Healthcare Blvd,Chicago,PA,14855,555-257-1473,15.0,False,2022-10-25 23:53:57.937506
FAC000501,Community Health Clinic - 994,Specialty Center,6304 Medical Pkwy,Austin,PA,54470,555-183-8540,103.0,True,2021-09-17 23:53:57.937506
FAC000502,Primary Care Associates - 886,Urgent Care,9046 Healthcare Blvd,Houston,NY,17347,555-950-8861,135.0,True,2021-04-04 23:53:57.937506
FAC000503,Central Medical Center - 674,Clinic,1761 Healthcare Blvd,Los Angeles,NY,54265,555-564-5412,284.0,True,2022-09-21 23:53:57.937506
FAC000504,Advanced Healthcare Center - 424,Hospital,9570 Oak Ave,Phoenix,NY,15611,555-708-1095,38.0,True,2022-08-26 23:53:57.937506
FAC000505,Central Medical Center - 193,Urgent Care,2764 Healthcare Blvd,Houston,PA,63150,555-437-1718,28.0,True,2024-06-27 23:53:57.937506
FAC000506,Specialty Medical Center - 638,Clinic,1307 Main St,Dallas,TX,25491,555-771-8423,127.0,True,2021-07-07 23:53:57.937506
FAC000507,Advanced Healthcare Center - 641,Ambulatory Center,4931 Main St,San Antonio,PA,37745,555-432-3118,,True,2021-11-28 23:53:57.937506
FAC000508,Advanced Healthcare Center - 779,Specialty Center,5321 Medical Pkwy,San Antonio,IL,95701,555-316-1797,216.0,True,2021-02-26 23:53:57.937506
FAC000509,Central Medical Center - 209,Ambulatory Center,1815 Main St,Houston,NY,97466,555-920-5635,114.0,True,2022-08-03 23:53:57.937506
FAC000510,Urgent Care Facility - 563,Urgent Care,5700 Oak Ave,Chicago,AZ,78566,555-430-1909,37.0,True,2022-04-17 23:53:57.937506
FAC000511,Regional Hospital - 950,Ambulatory Center,6251 Oak Ave,Chicago,PA,70079,555-861-2158,98.0,True,2023-05-22 23:53:57.937506
FAC000512,Urgent Care Facility - 449,Clinic,1328 Wellness Dr,San Diego,TX,98877,555-660-7248,129.0,True,2024-11-13 23:53:57.937506
FAC000513,Advanced Healthcare Center - 125,Hospital,1625 Medical Pkwy,New York,PA,80328,555-194-7534,35.0,True,2025-02-05 23:53:57.937506
FAC000514,Central Medical Center - 997,Ambulatory Center,9832 Wellness Dr,Chicago,FL,29523,555-361-3916,,True,2026-01-10 23:53:57.937506
FAC000515,Family Practice Center - 727,Urgent Care,8009 Main St,San Antonio,AZ,85936,555-345-7535,113.0,True,2021-08-25 23:53:57.937506
FAC000516,Regional Hospital - 319,Urgent Care,7166 Oak Ave,San Diego,AZ,40537,555-191-1336,37.0,True,2024-09-28 23:53:57.937506
FAC000517,Central Medical Center - 566,Outpatient Center,7213 Oak Ave,Chicago,CA,19441,555-972-4411,192.0,True,2024-10-29 23:53:57.937506
FAC000518,Primary Care Associates - 96,Ambulatory Center,977 Main St,Dallas,TX,14833,555-266-7365,80.0,True,2025-07-12 23:53:57.937506
FAC000519,Family Practice Center - 862,Clinic,5524 Oak Ave,Dallas,AZ,28558,555-898-7592,63.0,False,2021-07-15 23:53:57.937506
FAC000520,Community Health Clinic - 473,Clinic,3212 Healthcare Blvd,Philadelphia,TX,74080,555-391-3525,293.0,True,2022-08-05 23:53:57.937506
FAC000521,Community Health Clinic - 664,Outpatient Center,9178 Wellness Dr,San Diego,NY,95699,555-223-5891,22.0,True,2025-03-21 23:53:57.937506
FAC000522,Regional Hospital - 511,Ambulatory Center,4446 Medical Pkwy,Phoenix,FL,12498,555-602-8083,25.0,True,2025-03-28 23:53:57.937506
FAC000523,Urgent Care Facility - 522,Specialty Center,4972 Oak Ave,Phoenix,CA,71763,555-853-6080,46.0,False,2025-02-12 23:53:57.937506
FAC000524,Urgent Care Facility - 426,Specialty Center,1671 Main St,Dallas,IL,91051,555-801-3151,30.0,True,2023-05-18 23:53:57.937506
FAC000525,Advanced Healthcare Center - 484,Outpatient Center,6537 Wellness Dr,Austin,AZ,16003,555-467-2574,,True,2021-02-19 23:53:57.937506
FAC000526,Family Practice Center - 468,Urgent Care,9105 Healthcare Blvd,New York,FL,41808,555-952-7020,,True,2026-01-15 23:53:57.937506
FAC000527,Regional Hospital - 393,Hospital,2616 Main St,San Antonio,PA,95037,555-624-4274,32.0,True,2024-03-24 23:53:57.937506
FAC000528,Family Practice Center - 944,Specialty Center,6011 Main St,Los Angeles,FL,27109,555-601-8298,31.0,True,2025-08-09 23:53:57.937506
FAC000529,Regional Hospital - 885,Ambulatory Center,7105 Main St,Chicago,CA,11882,555-497-8805,42.0,True,2025-10-01 23:53:57.937506
FAC000530,Community Health Clinic - 283,Hospital,4925 Wellness Dr,New York,CA,32577,555-374-7931,47.0,True,2025-04-10 23:53:57.937506
FAC000531,Primary Care Associates - 349,Clinic,7969 Oak Ave,Houston,FL,92924,555-192-7922,,True,2023-03-05 23:53:57.937506
FAC000532,Urgent Care Facility - 841,Clinic,1689 Main St,Phoenix,CA,16548,555-930-7033,130.0,False,2021-07-07 23:53:57.937506
FAC000533,Central Medical Center - 290,Specialty Center,3490 Oak Ave,San Diego,CA,50283,555-728-4053,137.0,False,2023-07-30 23:53:57.937506
FAC000534,Urgent Care Facility - 858,Urgent Care,4881 Main St,Los Angeles,FL,22752,555-544-7979,232.0,True,2023-08-28 23:53:57.937506
FAC000535,Advanced Healthcare Center - 887,Clinic,7858 Main St,San Diego,PA,69793,555-195-1662,133.0,True,2022-04-25 23:53:57.937506
FAC000536,Regional Hospital - 458,Hospital,5152 Healthcare Blvd,Philadelphia,NY,90114,555-625-6599,,True,2023-05-25 23:53:57.937506
FAC000537,Advanced Healthcare Center - 354,Urgent Care,7815 Healthcare Blvd,Phoenix,TX,32372,555-574-4673,,True,2024-03-17 23:53:57.937506
FAC000538,Specialty Medical Center - 566,Specialty Center,4441 Main St,Philadelphia,IL,87469,555-763-3540,25.0,True,2024-05-06 23:53:57.937506
FAC000539,Primary Care Associates - 467,Clinic,9014 Healthcare Blvd,Philadelphia,IL,18383,555-607-9638,,True,2023-03-28 23:53:57.937506
FAC000540,Specialty Medical Center - 891,Specialty Center,3129 Medical Pkwy,Dallas,PA,23937,555-744-9596,136.0,True,2021-10-12 23:53:57.937506
FAC000541,Family Practice Center - 715,Urgent Care,6349 Medical Pkwy,Dallas,FL,24965,555-185-5762,,False,2025-05-20 23:53:57.937506
FAC000542,Family Practice Center - 586,Urgent Care,3156 Healthcare Blvd,Phoenix,TX,75161,555-579-8165,108.0,True,2024-09-09 23:53:57.937506
FAC000543,Primary Care Associates - 240,Urgent Care,831 Medical Pkwy,Philadelphia,IL,87984,555-181-8825,117.0,True,2022-11-25 23:53:57.937506
FAC000544,Primary Care Associates - 45,Outpatient Center,7304 Healthcare Blvd,New York,PA,90691,555-407-3434,46.0,True,2023-11-02 23:53:57.937506
FAC000545,Specialty Medical Center - 763,Ambulatory Center,4415 Oak Ave,San Antonio,CA,38910,555-230-5921,,True,2023-12-05 23:53:57.937506
FAC000546,Advanced Healthcare Center - 723,Outpatient Center,4500 Wellness Dr,Los Angeles,NY,18271,555-961-5073,,True,2021-09-14 23:53:57.937506
FAC000547,Primary Care Associates - 396,Hospital,1109 Oak Ave,Philadelphia,CA,36560,555-635-8007,,True,2023-11-18 23:53:57.937506
FAC000548,Regional Hospital - 508,Urgent Care,1684 Main St,Austin,CA,65864,555-402-1781,,True,2022-01-30 23:53:57.937506
FAC000549,Central Medical Center - 130,Ambulatory Center,5732 Wellness Dr,Houston,NY,54216,555-664-2253,129.0,True,2023-05-20 23:53:57.937506
FAC000550,Specialty Medical Center - 891,Urgent Care,6882 Wellness Dr,Austin,AZ,98918,555-146-9411,231.0,True,2024-01-19 23:53:57.937506
FAC000551,Community Health Clinic - 896,Ambulatory Center,3827 Wellness Dr,Austin,FL,62692,555-210-9366,,True,2024-04-17 23:53:57.937506
FAC000552,Advanced Healthcare Center - 103,Clinic,1099 Healthcare Blvd,Dallas,IL,52498,555-535-7766,42.0,True,2021-05-04 23:53:57.937506
FAC000553,Advanced Healthcare Center - 16,Hospital,8661 Healthcare Blvd,Chicago,NY,25833,555-196-8612,132.0,True,2023-02-11 23:53:57.937506
FAC000554,Regional Hospital - 420,Ambulatory Center,8873 Healthcare Blvd,Phoenix,TX,99664,555-776-5151,45.0,True,2024-04-06 23:53:57.937506
FAC000555,Regional Hospital - 77,Hospital,9483 Oak Ave,Philadelphia,TX,85493,555-463-5175,,True,2023-01-25 23:53:57.937506
FAC000556,Advanced Healthcare Center - 801,Specialty Center,7903 Medical Pkwy,Philadelphia,FL,81550,555-699-2339,,True,2025-08-08 23:53:57.937506
