plan_id,insurance_company,plan_name,plan_type,copay_amount,deductible_amount,out_of_pocket_max,is_active,created_date
INS000471,Medicare,Premium Plus Plan 2025,PPO,74.88,2520.13,3906.14,True,2024-11-30 23:53:57.951618
INS000472,UnitedHealthcare,Bronze Plan 2023,POS,59.21,4030.83,8338.79,True,2022-11-26 23:53:57.951618
INS000473,Blue Cross Blue Shield,Gold Plan 2025,POS,76.4,3825.79,3207.58,True,2024-02-22 23:53:57.951618
INS000474,Humana,Family Health Plan 2022,HMO,38.97,1384.71,2901.84,True,2021-07-12 23:53:57.951618
INS000475,Medicaid,Silver Plan 2024,PPO,24.82,1403.33,7168.57,True,2024-09-12 23:53:57.951618
INS000476,Humana,Family Health Plan 2023,HMO,34.87,2250.44,6397.65,True,2021-01-24 23:53:57.951618
INS000477,Aetna,Silver Plan 2021,POS,86.25,2821.31,2240.67,True,2025-04-16 23:53:57.951618
INS000478,Cigna,Silver Plan 2023,HMO,12.7,1801.7,9359.6,True,2022-01-02 23:53:57.951618
INS000479,Aetna,Gold Plan 2022,POS,78.89,5366.48,3256.93,True,2024-06-18 23:53:57.951618
INS000480,UnitedHealthcare,Basic Coverage Plan 2025,EPO,80.2,3310.21,9052.51,True,2023-06-17 23:53:57.951618
INS000481,Medicaid,Family Health Plan 2023,EPO,79.78,1828.15,3680.72,True,2024-12-29 23:53:57.951618
INS000482,Humana,Standard Health Plan 2023,POS,72.18,1178.33,3379.22,True,2021-01-21 23:53:57.951618
INS000483,Blue Cross Blue Shield,Gold Plan 2022,HMO,87.66,1273.77,8935.47,True,2023-12-29 23:53:57.951618
INS000484,Cigna,Standard Health Plan 2021,POS,75.08,3356.09,9393.23,True,2022-04-21 23:53:57.951618
INS000485,Cigna,Basic Coverage Plan 2025,POS,17.53,663.47,7693.53,True,2025-09-20 23:53:57.951618
INS000486,Cigna,Silver Plan 2021,POS,24.84,1212.23,6456.37,True,2023-12-31 23:53:57.951618
INS000487,Medicare,Family Health Plan 2022,POS,76.8,951.17,3696.73,True,2023-01-23 23:53:57.951618
INS000488,Medicare,Standard Health Plan 2022,HMO,67.33,4583.34,3165.65,True,2024-09-19 23:53:57.951618
INS000489,Aetna,Silver Plan 2020,POS,17.3,4774.4,2358.26,True,2024-10-12 23:53:57.951618
INS000490,Medicaid,Family Health Plan 2022,EPO,71.92,4209.51,2935.78,True,2024-08-31 23:53:57.951618
INS000491,Blue Cross Blue Shield,Standard Health Plan 2020,EPO,53.27,2412.06,3480.91,True,2024-07-31 23:53:57.951618
INS000492,Kaiser Permanente,Family Health Plan 2023,PPO,82.48,3788.39,3405.83,True,2024-11-27 23:53:57.951618
INS000493,Aetna,Silver Plan 2024,EPO,49.51,1705.44,2016.9,True,2021-06-21 23:53:57.951618
INS000494,Cigna,Bronze Plan 2021,EPO,90.49,1011.25,2504.25,True,2025-11-05 23:53:57.951618
INS000495,Medicare,Family Health Plan 2021,EPO,68.28,765.48,6176.17,True,2021-07-04 23:53:57.951618
INS000496,Aetna,Bronze Plan 2025,POS,15.15,4845.15,5690.47,True,2022-03-05 23:53:57.951618
INS000497,Medicare,Basic Coverage Plan 2021,PPO,66.78,4091.45,5035.22,True,2024-09-09 23:53:57.951618
INS000498,Aetna,Family Health Plan 2023,PPO,97.18,5301.75,2362.48,True,2025-08-10 23:53:57.951618
INS000499,Medicare,Family Health Plan 2023,PPO,12.33,3727.1,2238.4,True,2025-08-07 23:53:57.951618
INS000500,Cigna,Silver Plan 2023,PPO,23.48,1377.74,8730.2,True,2022-01-30 23:53:57.951618
INS000501,Aetna,Family Health Plan 2023,HMO,41.8,2785.83,6774.93,True,2021-05-13 23:53:57.951618
INS000502,Medicaid,Family Health Plan 2022,POS,44.11,1575.34,8942.69,True,2023-12-28 23:53:57.951618
INS000503,Cigna,Basic Coverage Plan 2022,EPO,20.36,2714.49,9356.4,True,2021-04-14 23:53:57.951618
INS000504,Medicare,Silver Plan 2023,HMO,92.28,4085.97,7413.88,True,2022-04-17 23:53:57.951618
INS000505,Humana,Standard Health Plan 2025,PPO,68.1,1586.35,7718.93,True,2023-01-28 23:53:57.951618
INS000506,Blue Cross Blue Shield,Gold Plan 2021,HMO,77.73,3322.42,2973.62,True,2023-03-30 23:53:57.951618
INS000507,Anthem,Standard Health Plan 2021,PPO,33.47,3412.77,6381.93,True,2023-10-08 23:53:57.951618
INS000508,Aetna,Silver Plan 2021,HMO,17.65,1430.74,8542.64,True,2025-11-19 23:53:57.951618
INS000509,Medicare,Gold Plan 2021,HMO,83.15,4689.31,3514.81,True,2023-12-12 23:53:57.951618
INS000510,Cigna,Bronze Plan 2025,EPO,64.03,646.33,5069.73,True,2022-01-04 23:53:57.951618
INS000511,Medicare,Silver Plan 2024,HMO,61.87,1408.95,2743.52,True,2024-07-18 23:53:57.951618
INS000512,Blue Cross Blue Shield,Basic Coverage Plan 2023,EPO,52.91,1275.96,2493.69,True,2023-12-20 23:53:57.951618
INS000513,Humana,Gold Plan 2023,POS,54.2,5275.96,7796.05,False,2021-03-14 23:53:57.951618
INS000514,Anthem,Basic Coverage Plan 2025,PPO,91.92,5048.21,9181.93,True,2023-06-04 23:53:57.951618
INS000515,Humana,Basic Coverage Plan 2021,EPO,16.89,1570.49,4314.9,True,2021-09-04 23:53:57.951618
INS000516,Medicare,Family Health Plan 2021,PPO,25.82,2559.7,4554.6,True,2021-12-17 23:53:57.951618
INS000517,UnitedHealthcare,Family Health Plan 2020,POS,78.69,1355.96,3951.75,True,2023-11-08 23:53:57.951618
INS000518,Kaiser Permanente,Gold Plan 2025,EPO,55.13,1004.05,9547.24,True,2022-03-05 23:53:57.951618
INS000519,Medicaid,Family Health Plan 2022,PPO,80.95,2635.5,6717.06,True,2022-11-18 23:53:57.951618
INS000520,Medicare,Bronze Plan 2024,PPO,38.27,2134.77,8040.94,False,2022-04-04 23:53:57.951618
INS000521,Medicaid,Family Health Plan 2020,POS,52.2,4769.34,8289.35,True,2024-07-14 23:53:57.951618
INS000522,Humana,Standard Health Plan 2021,EPO,55.64,876.81,4210.91,False,2023-03-30 23:53:57.951618
INS000523,Humana,Basic Coverage Plan 2024,PPO,52.06,2015.99,8264.31,True,2024-03-09 23:53:57.951618
INS000524,Humana,Standard Health Plan 2025,HMO,13.97,3265.68,8131.47,True,2021-07-30 23:53:57.951618
INS000525,Medicaid,Family Health Plan 2024,PPO,14.4,1219.36,6402.65,True,2023-07-02 23:53:57.951618
INS000526,Cigna,Family Health Plan 2021,HMO,69.58,4983.53,3106.02,True,2023-10-16 23:53:57.951618
INS000527,Kaiser Permanente,Family Health Plan 2020,HMO,89.72,2125.51,4518.89,True,2022-10-02 23:53:57.951618
INS000528,Humana,Silver Plan 2021,PPO,44.01,2318.46,5269.34,True,2022-01-18 23:53:57.951618
INS000529,Medicaid,Family Health Plan 2024,EPO,67.3,5320.76,9859.54,True,2022-01-01 23:53:57.951618
INS000530,Medicaid,Silver Plan 2021,POS,17.98,4446.76,4531.14,True,2021-07-27 23:53:57.951618
INS000531,Humana,Basic Coverage Plan 2025,POS,75.15,4778.49,7410.25,True,2024-07-15 23:53:57.951618
INS000532,Medicare,Silver Plan 2024,PPO,34.76,3200.82,2781.27,True,2021-12-29 23:53:57.951618
INS000533,Aetna,Bronze Plan 2021,PPO,23.5,2101.02,2029.2,True,2021-09-17 23:53:57.951618
INS000534,UnitedHealthcare,Silver Plan 2023,HMO,43.99,5198.48,7866.68,True,2022-06-24 23:53:57.951618
INS000535,Medicare,Gold Plan 2021,PPO,21.06,1833.89,9956.68,True,2024-02-28 23:53:57.951618
INS000536,Blue Cross Blue Shield,Standard Health Plan 2023,HMO,47.17,1110.78,5656.35,True,2024-12-03 23:53:57.951618
INS000537,Kaiser Permanente,Basic Coverage Plan 2023,HMO,81.79,4123.93,8012.77,True,2024-01-08 23:53:57.951618
INS000538,Medicaid,Standard Health Plan 2025,HMO,56.05,2815.14,9327.99,True,2024-09-11 23:53:57.951618
INS000539,Medicare,Standard Health Plan 2023,EPO,99.16,4218.3,2028.07,True,2023-08-05 23:53:57.951618
INS000540,Medicare,Basic Coverage Plan 2024,PPO,43.26,2965.51,8538.96,True,2023-12-18 23:53:57.951618
INS000541,UnitedHealthcare,Bronze Plan 2024,HMO,14.41,1307.81,4231.58,True,2022-11-17 23:53:57.951618
INS000542,UnitedHealthcare,Gold Plan 2025,POS,37.91,2465.41,4635.39,True,2023-05-24 23:53:57.951618
INS000543,Aetna,Silver Plan 2020,EPO,25.32,1735.68,7937.56,True,2021-03-27 23:53:57.951618
INS000544,Anthem,Silver Plan 2020,PPO,61.91,597.8,5033.52,True,2024-07-10 23:53:57.951618
INS000545,Humana,Bronze Plan 2020,PPO,75.66,2163.12,8672.73,False,2023-11-03 23:53:57.951618
INS000546,Aetna,Premium Plus Plan 2020,PPO,59.73,4827.17,4651.26,True,2023-11-16 23:53:57.951618
INS000547,Medicare,Premium Plus Plan 2020,PPO,13.54,3388.04,9223.52,True,2021-12-16 23:53:57.951618
INS000548,Kaiser Permanente,Basic Coverage Plan 2020,HMO,52.28,5265.39,2368.62,True,2022-09-16 23:53:57.951618
INS000549,Medicaid,Basic Coverage Plan 2022,EPO,46.61,2990.59,5462.81,True,2021-09-07 23:53:57.951618
INS000550,UnitedHealthcare,Standard Health Plan 2025,PPO,31.64,4077.45,9175.09,True,2023-03-23 23:53:57.951618
INS000551,Cigna,Standard Health Plan 2021,EPO,64.19,1082.39,5119.47,False,2023-11-25 23:53:57.951618
INS000552,Aetna,Basic Coverage Plan 2020,HMO,65.28,4966.36,4149.38,True,2021-07-08 23:53:57.951618
INS000553,Cigna,Basic Coverage Plan 2024,HMO,51.4,3518.04,2590.61,True,2025-09-07 23:53:57.951618
INS000554,Cigna,Basic Coverage Plan 2024,POS,41.96,4739.72,9239.9,True,2023-08-17 23:53:57.951618
INS000555,Humana,Bronze Plan 2023,PPO,99.89,3411.33,5143.9,True,2024-11-14 23:53:57.951618
INS000556,Medicaid,Family Health Plan 2022,PPO,79.51,513.44,4967.75,True,2024-06-20 23:53:57.951618
INS000557,Humana,Silver Plan 2021,HMO,80.08,3355.22,8940.03,True,2025-05-01 23:53:57.951618
INS000558,Kaiser Permanente,Basic Coverage Plan 2022,POS,95.78,2700.71,7671.67,True,2025-08-07 23:53:57.951618
INS000559,Medicaid,Premium Plus Plan 2024,PPO,87.05,1310.45,7632.64,True,2025-01-18 23:53:57.951618
INS000560,Medicare,Standard Health Plan 2021,PPO,57.32,2155.55,9134.47,False,2024-02-13 23:53:57.951618
INS000561,Aetna,Standard Health Plan 2023,PPO,21.32,3833.6,9540.77,True,2024-06-10 23:53:57.951618
INS000562,Humana,Premium Plus Plan 2024,EPO,15.46,3479.48,9894.25,True,2023-12-20 23:53:57.951618
INS000563,Cigna,Gold Plan 2023,EPO,82.18,4298.73,2012.69,True,2025-12-01 23:53:57.951618
INS000564,UnitedHealthcare,Standard Health Plan 2024,POS,93.53,5053.32,5576.17,True,2023-01-15 23:53:57.951618
INS000565,Kaiser Permanente,Gold Plan 2025,PPO,87.87,4093.82,4591.45,True,2022-02-17 23:53:57.951618
INS000566,UnitedHealthcare,Family Health Plan 2025,POS,32.75,1571.19,5190.59,True,2025-12-30 23:53:57.951618
INS000567,Cigna,Basic Coverage Plan 2025,PPO,57.57,4039.59,8543.56,True,2022-10-31 23:53:57.951618
INS000568,Anthem,Bronze Plan 2021,HMO,90.12,4587.5,9330.46,True,2024-03-06 23:53:57.951618
INS000569,UnitedHealthcare,Premium Plus Plan 2025,PPO,92.37,1191.38,4150.92,True,2021-05-04 23:53:57.951618
INS000570,UnitedHealthcare,Standard Health Plan 2023,PPO,76.47,5256.18,6948.91,True,2022-07-29 23:53:57.951618
INS000571,UnitedHealthcare,Premium Plus Plan 2020,HMO,33.54,5229.02,2335.66,True,2024-04-28 23:53:57.951618
INS000572,Kaiser Permanente,Standard Health Plan 2023,HMO,76.0,3094.72,6921.4,True,2023-03-12 23:53:57.951618
INS000573,Medicaid,Family Health Plan 2023,POS,96.59,1153.34,4938.27,True,2025-07-20 23:53:57.951618
INS000574,Medicare,Family Health Plan 2021,PPO,67.94,640.39,6493.58,True,2021-06-22 23:53:57.951618
INS000575,Anthem,Bronze Plan 2020,HMO,59.27,3876.1,3557.18,True,2024-02-16 23:53:57.951618
INS000576,Humana,Gold Plan 2025,EPO,52.63,5360.43,5357.52,True,2025-01-01 23:53:57.951618
INS000577,Cigna,Bronze Plan 2022,POS,89.24,1173.58,3618.42,True,2021-10-11 23:53:57.951618
INS000578,Humana,Family Health Plan 2024,POS,32.41,2321.54,6431.69,True,2023-10-21 23:53:57.951618
INS000579,Medicare,Gold Plan 2021,POS,27.45,4146.02,5023.37,True,2022-09-13 23:53:57.951618
INS000580,Humana,Family Health Plan 2020,POS,74.64,4130.55,7804.92,True,2025-03-29 23:53:57.951618
INS000581,Kaiser Permanente,Family Health Plan 2025,POS,26.89,771.45,6516.81,True,2024-03-25 23:53:57.951618
INS000582,UnitedHealthcare,Gold Plan 2022,EPO,68.3,1442.2,5242.05,True,2021-08-19 23:53:57.951618
INS000583,Humana,Basic Coverage Plan 2020,POS,45.97,688.29,5107.31,True,2023-12-17 23:53:57.951618
INS000584,Kaiser Permanente,Basic Coverage Plan 2020,EPO,31.8,722.33,5672.91,True,2022-10-24 23:53:57.951618
INS000585,Kaiser Permanente,Standard Health Plan 2021,POS,70.57,4304.98,2123.41,False,2023-11-27 23:53:57.951618
INS000586,Kaiser Permanente,Gold Plan 2022,PPO,22.74,2944.73,3872.64,True,2023-10-25 23:53:57.951618
INS000587,Medicare,Silver Plan 2023,POS,46.01,4554.16,5467.59,True,2024-05-07 23:53:57.951618
INS000588,Humana,Standard Health Plan 2020,PPO,71.01,3930.07,6443.37,True,2021-04-22 23:53:57.951618
INS000589,Anthem,Bronze Plan 2025,HMO,75.34,2828.01,9181.65,True,2023-07-16 23:53:57.951618
INS000590,Anthem,Standard Health Plan 2025,PPO,56.96,3017.3,6526.02,True,2025-01-08 23:53:57.951618
INS000591,Anthem,Basic Coverage Plan 2022,HMO,68.07,4818.12,5779.83,True,2025-05-29 23:53:57.951618
INS000592,Blue Cross Blue Shield,Silver Plan 2020,EPO,70.03,2691.85,9960.05,False,2021-04-04 23:53:57.951618
INS000593,Anthem,Basic Coverage Plan 2024,EPO,37.67,3917.99,7283.29,True,2024-09-12 23:53:57.951618
INS000594,Blue Cross Blue Shield,Bronze Plan 2023,HMO,36.78,3966.6,5882.36,True,2025-12-19 23:53:57.951618
INS000595,Anthem,Premium Plus Plan 2024,POS,11.86,4110.22,6914.92,True,2023-07-02 23:53:57.951618
INS000596,Kaiser Permanente,Gold Plan 2023,POS,89.15,4892.58,4912.67,True,2021-03-01 23:53:57.951618
INS000597,UnitedHealthcare,Standard Health Plan 2022,POS,78.08,3836.74,4967.97,True,2024-06-29 23:53:57.951618
INS000598,Medicare,Bronze Plan 2022,EPO,21.75,2286.82,6730.9,True,2025-04-11 23:53:57.951618
INS000599,Humana,Standard Health Plan 2024,EPO,75.0,1683.98,3444.88,True,2024-09-12 23:53:57.951618
INS000600,Blue Cross Blue Shield,Basic Coverage Plan 2024,HMO,86.05,3174.95,5628.27,True,2023-12-24 23:53:57.951618
INS000601,Cigna,Premium Plus Plan 2023,EPO,48.78,5121.51,2620.27,True,2021-09-07 23:53:57.951618
INS000602,Cigna,Basic Coverage Plan 2021,POS,19.37,4493.46,5635.77,True,2022-01-07 23:53:57.951618
INS000603,Humana,Premium Plus Plan 2025,PPO,96.47,5112.74,5016.44,True,2022-09-28 23:53:57.951618
INS000604,Humana,Standard Health Plan 2025,HMO,32.67,4451.68,7545.71,True,2025-05-17 23:53:57.951618
INS000605,Kaiser Permanente,Basic Coverage Plan 2022,PPO,51.58,4568.05,3893.98,True,2024-07-20 23:53:57.951618
INS000606,Blue Cross Blue Shield,Family Health Plan 2023,POS,13.67,702.19,2178.22,True,2025-01-09 23:53:57.951618
INS000607,Kaiser Permanente,Basic Coverage Plan 2020,PPO,45.12,586.69,2695.8,True,2023-11-19 23:53:57.951618
INS000608,Anthem,Basic Coverage Plan 2025,POS,95.09,5389.95,5452.9,True,2025-05-10 23:53:57.951618
INS000609,Anthem,Bronze Plan 2025,PPO,66.85,1681.44,7612.34,True,2021-06-24 23:53:57.951618
INS000610,Kaiser Permanente,Family Health Plan 2025,EPO,24.1,2439.26,9906.01,True,2024-06-09 23:53:57.951618
INS000611,Medicaid,Premium Plus Plan 2022,POS,95.15,910.05,5636.42,True,2025-09-30 23:53:57.951618
INS000612,Medicaid,Gold Plan 2020,PPO,43.63,3363.33,9707.14,True,2022-04-19 23:53:57.951618
INS000613,Cigna,Standard Health Plan 2024,PPO,36.16,4471.24,6175.81,True,2024-07-22 23:53:57.951618
INS000614,Cigna,Premium Plus Plan 2025,HMO,88.61,2103.67,6472.54,True,2022-05-24 23:53:57.951618
INS000615,Medicaid,Gold Plan 2020,PPO,26.79,2801.07,8981.45,True,2022-12-27 23:53:57.951618
INS000616,Medicare,Basic Coverage Plan 2023,POS,80.98,2234.44,5041.12,True,2022-10-08 23:53:57.951618
INS000617,Humana,Standard Health Plan 2023,EPO,74.9,4859.13,4421.81,False,2024-12-11 23:53:57.951618
INS000618,Aetna,Family Health Plan 2023,POS,43.21,5270.47,2629.27,True,2024-08-26 23:53:57.951618
INS000619,Aetna,Premium Plus Plan 2025,POS,58.91,4860.03,8838.24,True,2021-08-06 23:53:57.951618
INS000620,Cigna,Silver Plan 2022,POS,26.83,3352.58,8088.42,True,2025-02-27 23:53:57.951618
INS000621,UnitedHealthcare,Silver Plan 2023,POS,27.25,5142.69,9843.19,True,2023-09-18 23:53:57.951618
INS000622,Kaiser Permanente,Basic Coverage Plan 2022,EPO,87.89,967.85,6573.12,True,2021-06-18 23:53:57.951618
INS000623,Medicare,Bronze Plan 2024,PPO,75.63,4394.72,9476.19,True,2025-05-22 23:53:57.951618
INS000624,Medicare,Bronze Plan 2023,POS,70.18,3714.56,9525.96,False,2024-05-09 23:53:57.951618
INS000625,Blue Cross Blue Shield,Family Health Plan 2025,PPO,52.28,1337.4,8271.72,True,2021-09-08 23:53:57.951618
INS000626,Anthem,Basic Coverage Plan 2021,POS,37.7,5134.31,4889.66,True,2024-04-07 23:53:57.951618
INS000627,Medicare,Basic Coverage Plan 2025,HMO,81.29,5209.14,6083.97,True,2021-01-27 23:53:57.951618
INS000628,Cigna,Basic Coverage Plan 2024,PPO,87.68,4246.39,9772.12,True,2024-04-23 23:53:57.951618
INS000629,Humana,Standard Health Plan 2023,PPO,56.17,3820.04,2942.23,True,2024-11-04 23:53:57.951618
INS000630,Anthem,Basic Coverage Plan 2022,HMO,96.4,962.38,5893.26,True,2022-01-05 23:53:57.951618
INS000631,Blue Cross Blue Shield,Premium Plus Plan 2023,EPO,57.73,1494.2,4326.3,True,2021-07-02 23:53:57.951618
INS000632,Aetna,Silver Plan 2020,EPO,92.46,1885.92,2721.7,True,2025-09-23 23:53:57.951618
INS000633,Blue Cross Blue Shield,Bronze Plan 2025,HMO,12.02,4839.28,7983.63,True,2023-07-03 23:53:57.951618
INS000634,Kaiser Permanente,Basic Coverage Plan 2024,EPO,30.33,3056.9,5906.22,True,2022-11-12 23:53:57.951618
INS000635,Humana,Premium Plus Plan 2020,POS,19.81,783.44,5080.77,False,2023-09-23 23:53:57.951618
INS000636,Medicaid,Bronze Plan 2021,POS,31.73,4616.25,3479.03,True,2024-10-22 23:53:57.951618
INS000637,Kaiser Permanente,Bronze Plan 2020,POS,72.77,5058.27,2597.03,True,2022-05-09 23:53:57.951618
INS000638,Medicare,Standard Health Plan 2020,HMO,56.69,3382.75,6334.49,True,2021-09-21 23:53:57.951618
INS000639,Humana,Standard Health Plan 2022,EPO,84.74,5460.89,8377.88,False,2023-06-23 23:53:57.951618
INS000640,Aetna,Premium Plus Plan 2021,EPO,34.79,913.24,7159.85,False,2024-10-10 23:53:57.951618
INS000641,Medicare,Gold Plan 2021,POS,75.29,3933.87,3157.23,True,2025-06-16 23:53:57.951618
INS000642,UnitedHealthcare,Bronze Plan 2020,HMO,22.08,2999.33,2735.22,True,2022-03-23 23:53:57.951618
INS000643,Aetna,Bronze Plan 2020,POS,64.91,3543.49,7702.16,True,2025-12-09 23:53:57.951618
INS000644,Kaiser Permanente,Premium Plus Plan 2025,HMO,72.75,1075.85,5222.5,True,2025-11-15 23:53:57.951618
INS000645,Anthem,Premium Plus Plan 2025,EPO,70.63,2489.1,3102.17,True,2023-01-18 23:53:57.951618
INS000646,UnitedHealthcare,Bronze Plan 2022,EPO,40.59,3666.45,4130.17,True,2022-06-03 23:53:57.951618
INS000647,UnitedHealthcare,Bronze Plan 2024,PPO,36.07,4158.78,3301.75,True,2022-03-12 23:53:57.951618
INS000648,Humana,Premium Plus Plan 2021,EPO,67.52,1077.8,6825.27,True,2021-12-11 23:53:57.951618
INS000649,Cigna,Gold Plan 2025,PPO,99.38,1287.02,5820.22,True,2025-05-11 23:53:57.951618
INS000650,Medicaid,Bronze Plan 2023,HMO,36.22,4833.65,6097.81,True,2023-04-06 23:53:57.951618
INS000651,Aetna,Silver Plan 2022,HMO,28.42,5119.94,2595.59,True,2023-01-24 23:53:57.951618
INS000652,Medicare,Bronze Plan 2025,PPO,29.45,5300.57,2427.16,True,2021-06-07 23:53:57.951618
INS000653,Cigna,Premium Plus Plan 2024,EPO,97.28,2550.56,7657.06,True,2024-01-17 23:53:57.951618
INS000654,Kaiser Permanente,Premium Plus Plan 2020,HMO,84.15,4263.3,9965.63,True,2025-02-07 23:53:57.951618
INS000655,Medicaid,Silver Plan 2021,HMO,27.49,1198.18,9071.04,True,2025-03-31 23:53:57.951618
INS000656,Humana,Standard Health Plan 2025,PPO,57.36,1075.83,7768.05,False,2025-05-14 23:53:57.951618
INS000657,Medicaid,Premium Plus Plan 2021,EPO,62.84,4356.88,4931.53,True,2025-08-06 23:53:57.951618
INS000658,Medicaid,Premium Plus Plan 2025,HMO,89.51,3867.19,9329.98,True,2023-12-23 23:53:57.951618
INS000659,Humana,Premium Plus Plan 2020,POS,21.0,1079.67,2841.89,True,2021-12-13 23:53:57.951618
INS000660,Blue Cross Blue Shield,Family Health Plan 2025,POS,75.56,2412.91,6428.42,True,2022-12-18 23:53:57.951618
INS000661,UnitedHealthcare,Standard Health Plan 2021,EPO,82.6,1022.53,7448.12,True,2023-07-16 23:53:57.951618
INS000662,Aetna,Premium Plus Plan 2025,POS,82.54,5066.43,4982.79,True,2025-07-10 23:53:57.951618
INS000663,Kaiser Permanente,Premium Plus Plan 2023,EPO,18.11,709.26,8667.51,False,2022-12-02 23:53:57.951618
INS000664,Kaiser Permanente,Basic Coverage Plan 2025,EPO,74.02,3587.54,2362.97,True,2024-06-19 23:53:57.951618
INS000665,Medicare,Gold Plan 2021,EPO,50.93,659.59,5480.94,False,2024-04-04 23:53:57.951618
INS000666,Cigna,Family Health Plan 2021,EPO,51.98,1179.93,6046.38,True,2025-03-01 23:53:57.951618
INS000667,UnitedHealthcare,Silver Plan 2023,HMO,89.07,2214.69,2023.09,True,2024-11-13 23:53:57.951618
INS000668,Kaiser Permanente,Gold Plan 2025,HMO,21.14,4212.9,6623.82,False,2024-01-04 23:53:57.951618
INS000669,Medicare,Standard Health Plan 2023,POS,14.35,3145.78,3010.63,True,2021-06-20 23:53:57.951618
INS000670,Cigna,Basic Coverage Plan 2025,POS,97.8,2688.18,8957.15,True,2022-05-09 23:53:57.951618
INS000671,Medicare,Silver Plan 2024,POS,31.7,1743.37,5975.56,True,2024-06-22 23:53:57.951618
INS000672,Kaiser Permanente,Bronze Plan 2020,HMO,18.23,5127.41,2000.49,True,2021-11-24 23:53:57.951618
INS000673,Kaiser Permanente,Family Health Plan 2021,HMO,71.09,4233.87,6596.18,True,2025-01-20 23:53:57.951618
INS000674,Cigna,Gold Plan 2020,PPO,54.33,1570.45,9504.78,True,2023-08-13 23:53:57.951618
INS000675,Humana,Premium Plus Plan 2021,POS,22.12,1968.06,2398.25,True,2021-01-20 23:53:57.951618
INS000676,Humana,Standard Health Plan 2022,EPO,67.96,1462.22,7056.95,True,2023-03-17 23:53:57.951618
INS000677,Blue Cross Blue Shield,Standard Health Plan 2024,POS,99.95,2401.42,3756.46,True,2021-07-27 23:53:57.951618
INS000678,UnitedHealthcare,Gold Plan 2021,EPO,13.53,1542.01,7633.01,True,2023-06-17 23:53:57.951618
INS000679,Aetna,Silver Plan 2020,PPO,46.6,567.05,4737.37,True,2024-08-02 23:53:57.951618
INS000680,Anthem,Silver Plan 2020,PPO,13.13,1394.19,4200.87,True,2024-07-18 23:53:57.951618
INS000681,Anthem,Standard Health Plan 2021,PPO,16.92,3753.13,2422.73,True,2021-04-23 23:53:57.951618
INS000682,Anthem,Bronze Plan 2022,HMO,17.55,3825.72,3373.42,False,2022-03-24 23:53:57.951618
INS000683,Medicare,Bronze Plan 2021,POS,77.5,2007.33,8618.25,True,2022-05-24 23:53:57.951618
INS000684,Blue Cross Blue Shield,Standard Health Plan 2023,EPO,78.52,3104.96,4227.57,True,2021-01-18 23:53:57.951618
INS000685,Medicaid,Silver Plan 2024,POS,54.7,1248.16,8916.13,True,2022-03-27 23:53:57.951618
INS000686,Blue Cross Blue Shield,Basic Coverage Plan 2024,PPO,96.55,4425.01,9935.04,True,2023-04-01 23:53:57.951618
INS000687,Medicaid,Family Health Plan 2024,HMO,99.23,1380.69,6024.79,False,2025-10-08 23:53:57.951618
INS000688,Kaiser Permanente,Silver Plan 2022,HMO,18.58,950.5,9356.34,True,2025-05-30 23:53:57.951618
INS000689,Blue Cross Blue Shield,Standard Health Plan 2023,EPO,96.47,613.55,6888.21,True,2023-04-03 23:53:57.951618
INS000690,Anthem,Basic Coverage Plan 2022,HMO,87.25,3291.93,9099.39,True,2024-12-14 23:53:57.951618
INS000691,Blue Cross Blue Shield,Silver Plan 2021,PPO,80.1,2473.92,9083.83,True,2022-06-09 23:53:57.951618
INS000692,Medicaid,Gold Plan 2020,PPO,74.83,3124.08,4239.99,True,2025-02-14 23:53:57.951618
INS000693,Kaiser Permanente,Silver Plan 2025,POS,57.2,5109.64,2467.29,True,2021-03-01 23:53:57.951618
INS000694,Medicaid,Basic Coverage Plan 2022,PPO,10.75,4799.22,5883.8,True,2022-05-29 23:53:57.951618
INS000695,Medicare,Bronze Plan 2021,POS,92.04,3382.15,7215.6,True,2021-06-20 23:53:57.951618
INS000696,Humana,Premium Plus Plan 2020,PPO,28.78,2133.2,9299.31,True,2022-04-01 23:53:57.951618
INS000697,Kaiser Permanente,Premium Plus Plan 2023,POS,12.39,1173.17,6133.68,True,2025-11-25 23:53:57.951618
INS000698,Aetna,Basic Coverage Plan 2025,EPO,82.96,3481.62,3287.34,True,2022-03-01 23:53:57.951618
INS000699,Aetna,Premium Plus Plan 2024,PPO,62.75,2377.88,4094.54,False,2023-01-28 23:53:57.951618
INS000700,Aetna,Bronze Plan 2023,HMO,40.11,585.57,5620.99,True,2023-09-27 23:53:57.951618
INS000701,Medicaid,Premium Plus Plan 2025,HMO,47.35,4616.19,2720.72,False,2021-07-29 23:53:57.951618
INS000702,Aetna,Bronze Plan 2025,PPO,59.48,1468.27,9949.49,True,2024-02-16 23:53:57.951618
INS000703,Medicaid,Family Health Plan 2020,HMO,85.38,4734.37,2579.9,True,2021-02-18 23:53:57.951618
INS000704,UnitedHealthcare,Silver Plan 2025,EPO,57.15,5472.84,9532.78,True,2021-11-18 23:53:57.951618
INS000705,Medicaid,Premium Plus Plan 2022,POS,11.18,2249.88,6337.96,True,2021-06-10 23:53:57.951618
INS000706,Aetna,Gold Plan 2022,HMO,71.96,2402.48,9449.86,True,2025-03-19 23:53:57.951618
