Id,Income,Age,Experience,Marital_Status,House_Ownership,Car_Ownership,Profession,City,State,Current_Job_Years,Current_House_Years,Risk_Flag
232992,5549367,25,16,single,rented,yes,Design_Engineer,Warangal[11][12],Telangana,7,10,0
232993,2841276,73,10,single,rented,yes,Police_officer,Gudivada,Andhra_Pradesh,10,11,0
232994,8297764,67,6,single,rented,no,Air_traffic_controller,Gandhidham,Gujarat,6,13,0
232995,8315936,66,9,married,rented,no,Graphic_Designer,Bijapur,Karnataka,9,12,0
232996,6189583,49,14,single,rented,no,Microbiologist,Raichur,Karnataka,11,10,0
232997,1937625,33,7,single,rented,no,Dentist,Belgaum,Karnataka,7,13,0
232998,6765401,62,10,single,rented,yes,Surgeon,Durg,Chhattisgarh,7,12,0
232999,9772584,78,4,single,rented,yes,Computer_operator,Bijapur,Karnataka,4,12,0
233000,2176153,53,14,married,owned,yes,Politician,Ambala,Haryana,3,11,0
233001,3411180,50,12,single,rented,no,Design_Engineer,Ujjain,Madhya_Pradesh,9,10,1
233002,8346382,61,2,single,rented,no,Physician,Mango,Jharkhand,2,10,0
233003,5757822,62,5,single,owned,no,Flight_attendant,Shimla,Himachal_Pradesh,5,13,0
233004,3419776,38,9,single,rented,no,Statistician,Danapur,Bihar,8,14,0
233005,2350608,73,2,single,rented,yes,Surveyor,Alwar,Rajasthan,2,14,0
233006,9223483,63,9,married,rented,no,Lawyer,Mysore[7][8][9],Karnataka,5,14,0
233007,316520,65,6,married,rented,yes,Librarian,Solapur,Maharashtra,3,10,0
233008,5150223,54,9,single,rented,yes,Petroleum_Engineer,Delhi_city,Delhi,9,12,0
233009,7991685,67,12,single,rented,no,Magistrate,Uluberia,West_Bengal,4,10,1
233010,230969,25,7,single,rented,no,Official,Nashik,Maharashtra,7,10,1
233011,5021248,51,14,single,rented,no,Mechanical_engineer,Pimpri-Chinchwad,Maharashtra,11,13,0
233012,1372418,74,16,single,owned,yes,Librarian,Sambalpur,Odisha,7,14,0
233013,7331774,79,1,single,rented,yes,Surgeon,Bhopal,Madhya_Pradesh,1,10,1
233014,6870746,65,18,single,owned,no,Physician,Kumbakonam,Tamil_Nadu,6,14,0
233015,7623349,40,15,married,rented,no,Financial_Analyst,Jalandhar,Punjab,10,11,0
233016,3861370,54,7,married,rented,yes,Technical_writer,Chapra,Bihar,4,13,0
233017,5466795,56,3,single,rented,no,Graphic_Designer,Jabalpur,Madhya_Pradesh,3,12,0
233018,255805,37,9,single,rented,no,Mechanical_engineer,Proddatur,Andhra_Pradesh,3,12,0
233019,440370,29,8,married,rented,no,Chemical_engineer,Vellore,Tamil_Nadu,6,14,1
233020,4470278,38,7,single,rented,no,Economist,Karnal,Haryana,7,11,0
233021,2667161,73,12,single,rented,no,Financial_Analyst,Durg,Chhattisgarh,5,11,0
233022,5893972,58,3,married,rented,no,Politician,Surat,Gujarat,3,10,1
233023,3775562,25,15,single,rented,yes,Geologist,Baranagar,West_Bengal,8,14,0
233024,2608726,37,20,married,rented,no,Official,Kolhapur,Maharashtra,4,13,0
233025,5429018,71,7,single,rented,no,Drafter,Allahabad,Uttar_Pradesh[5],3,10,1
233026,8387021,69,0,single,rented,no,Police_officer,Pudukkottai,Tamil_Nadu,0,14,0
233027,6780007,45,19,single,rented,no,Air_traffic_controller,Kulti,West_Bengal,9,10,0
233028,2345390,72,17,single,rented,no,Designer,Noida,Uttar_Pradesh,3,13,0
233029,9022870,40,8,single,rented,no,Official,Dindigul,Tamil_Nadu,8,13,0
233030,1398405,56,5,single,rented,no,Dentist,Thrissur,Kerala,5,13,0
233031,1844875,51,1,single,rented,no,Librarian,Karawal_Nagar,Delhi,1,10,1
233032,7656057,22,12,single,owned,no,Physician,Siliguri,West_Bengal,4,11,0
233033,6379391,35,0,married,rented,no,Physician,Gurgaon,Haryana,0,10,0
233034,7132899,30,1,single,owned,no,Computer_hardware_engineer,Ongole,Andhra_Pradesh,1,12,0
233035,2610610,29,13,single,rented,no,Fashion_Designer,Tiruchirappalli[10],Tamil_Nadu,13,14,0
233036,9269733,53,13,single,rented,no,Drafter,Rourkela,Odisha,7,11,0
233037,8480156,48,3,single,rented,no,Air_traffic_controller,Mirzapur,Uttar_Pradesh,3,14,0
233038,3794236,40,13,single,rented,no,Civil_engineer,Loni,Uttar_Pradesh,7,14,0
233039,9168065,31,4,single,rented,no,Geologist,Kollam,Kerala,4,11,0
233040,4389786,26,16,single,owned,no,Army_officer,Amaravati,Andhra_Pradesh,7,14,0
233041,6820400,49,18,single,rented,no,Petroleum_Engineer,Ichalkaranji,Maharashtra,4,11,0
233042,7881984,24,18,married,rented,no,Drafter,Bhubaneswar,Odisha,6,10,0
233043,6667929,72,7,single,rented,no,Magistrate,Lucknow,Uttar_Pradesh,4,14,0
233044,9275527,48,14,single,rented,yes,Secretary,Suryapet,Telangana,12,12,0
233045,7901673,41,11,single,rented,yes,Official,Faridabad,Haryana,3,13,0
233046,9814477,26,15,single,rented,yes,Computer_operator,Secunderabad,Telangana,11,14,1
233047,5385114,72,18,single,rented,yes,Artist,Hajipur[31],Bihar,11,14,0
233048,1626630,29,15,single,rented,no,Fashion_Designer,Chandrapur,Maharashtra,6,12,0
233049,8422792,30,6,single,rented,no,Comedian,Kota[6],Rajasthan,6,10,0
233050,5172474,39,1,single,rented,no,Librarian,Jamnagar,Gujarat,1,11,1
233051,5018856,63,9,single,owned,no,Economist,Bhavnagar,Gujarat,9,14,0
233052,2536690,70,6,single,norent_noown,yes,Analyst,Proddatur,Andhra_Pradesh,6,12,0
233053,6080471,55,13,single,rented,no,Technician,Navi_Mumbai,Maharashtra,12,12,0
233054,8296091,75,17,single,rented,no,Psychologist,Berhampur,Odisha,3,12,0
233055,2985146,49,0,single,rented,yes,Aviator,Jamshedpur,Jharkhand,0,12,0
233056,1156363,48,19,single,rented,yes,Web_designer,Mangalore,Karnataka,4,12,1
233057,4548636,59,1,single,rented,no,Financial_Analyst,Nadiad,Gujarat,1,10,0
233058,8715733,73,13,single,rented,yes,Technician,North_Dumdum,West_Bengal,11,14,1
233059,6624864,62,14,single,rented,no,Dentist,Thoothukudi,Tamil_Nadu,9,14,0
233060,5159174,61,12,single,rented,no,Microbiologist,Chittoor[28],Andhra_Pradesh,7,13,1
233061,2398109,22,19,single,rented,no,Physician,Muzaffarnagar,Uttar_Pradesh,6,11,0
233062,1625599,56,7,single,rented,yes,Fashion_Designer,Bidar,Karnataka,5,11,0
233063,989098,60,18,single,rented,no,Fashion_Designer,Berhampore,West_Bengal,6,13,1
233064,3915752,37,5,married,rented,no,Chemical_engineer,Mahbubnagar,Telangana,5,12,0
233065,7316171,57,7,single,rented,no,Official,Durgapur,West_Bengal,7,13,0
233066,6401075,74,20,single,rented,no,Industrial_Engineer,Vijayawada,Andhra_Pradesh,5,10,0
233067,80764,56,1,married,rented,no,Engineer,Kolkata,West_Bengal,1,10,0
233068,364988,56,11,single,rented,no,Aviator,Gorakhpur,Uttar_Pradesh,11,10,0
233069,1940910,28,1,married,rented,yes,Geologist,Bally,West_Bengal,1,11,0
233070,9959218,44,9,married,rented,no,Surgeon,Giridih,Jharkhand,3,14,0
233071,5668973,60,19,single,rented,yes,Economist,Patiala,Punjab,9,11,0
233072,9933016,76,3,single,rented,yes,Surveyor,Amravati,Maharashtra,3,13,0
233073,9972303,32,11,single,rented,no,Financial_Analyst,Sasaram[30],Bihar,11,11,1
233074,1064400,36,11,single,rented,yes,Psychologist,Jaipur,Rajasthan,9,11,0
233075,6401181,64,20,single,rented,no,Comedian,Vijayawada,Andhra_Pradesh,4,12,0
233076,8185732,65,11,single,rented,no,Microbiologist,Kurnool[18],Andhra_Pradesh,8,11,0
233077,979060,40,17,married,rented,yes,Scientist,Solapur,Maharashtra,11,13,0
233078,8067052,71,3,single,rented,yes,Drafter,Avadi,Tamil_Nadu,3,10,0
233079,8750291,63,9,single,rented,no,Librarian,Raichur,Karnataka,9,13,0
233080,7195154,45,17,single,rented,no,Microbiologist,Deoghar,Jharkhand,5,11,1
233081,3058793,66,20,single,rented,no,Chartered_Accountant,Bhiwani,Haryana,14,11,0
233082,2814659,78,12,single,rented,yes,Lawyer,Bangalore,Karnataka,8,13,0
233083,8576575,69,0,single,rented,no,Comedian,Vellore,Tamil_Nadu,0,10,0
233084,7671778,47,12,single,rented,no,Designer,Sambhal,Uttar_Pradesh,6,14,0
233085,1569286,74,13,single,rented,no,Consultant,Aligarh,Uttar_Pradesh,13,12,0
233086,9728238,28,6,single,rented,no,Mechanical_engineer,Jammu[16],Jammu_and_Kashmir,6,10,0
233087,4293326,34,7,single,rented,no,Magistrate,Karaikudi,Tamil_Nadu,7,11,0
233088,7213232,53,7,single,rented,yes,Dentist,Nagpur,Maharashtra,7,10,0
233089,5530357,49,8,single,rented,no,Artist,Chapra,Bihar,4,14,0
233090,6154396,36,3,married,owned,no,Web_designer,Bhagalpur,Bihar,3,13,0
233091,3819847,78,7,single,rented,yes,Army_officer,Navi_Mumbai,Maharashtra,4,14,0
233092,8708356,51,9,single,rented,no,Software_Developer,Chandigarh_city,Chandigarh,8,10,0
233093,9798730,38,19,single,rented,no,Chartered_Accountant,Mumbai,Maharashtra,7,14,0
233094,8293817,50,20,single,rented,yes,Aviator,Kolhapur,Maharashtra,11,13,0
233095,4547419,25,2,single,rented,no,Chef,Kota[6],Rajasthan,2,11,0
233096,6949794,68,7,single,rented,no,Consultant,Tezpur,Assam,7,11,0
233097,975358,75,15,single,rented,no,Official,Ichalkaranji,Maharashtra,6,13,0
233098,115879,62,4,single,rented,no,Software_Developer,Hosur,Tamil_Nadu,4,11,0
233099,8720250,29,8,single,rented,no,Microbiologist,Dibrugarh,Assam,5,11,0
233100,1122264,50,3,single,rented,no,Dentist,Gudivada,Andhra_Pradesh,3,14,0
233101,1824972,27,20,single,rented,no,Physician,Tiruppur,Tamil_Nadu,5,12,0
233102,3631904,39,11,single,rented,no,Engineer,Junagadh,Gujarat,9,13,0
233103,2139014,61,17,single,rented,yes,Comedian,New_Delhi,Delhi,14,14,0
233104,6280277,41,5,married,rented,yes,Technician,Sonipat,Haryana,5,10,0
233105,3178688,42,7,single,rented,no,Financial_Analyst,Bhavnagar,Gujarat,7,10,0
233106,1452093,74,3,single,rented,yes,Politician,Jodhpur,Rajasthan,3,11,0
233107,2957847,46,12,single,rented,no,Graphic_Designer,Ballia,Uttar_Pradesh,8,12,0
233108,5653389,43,4,single,rented,no,Police_officer,Sangli-Miraj_&_Kupwad,Maharashtra,4,11,0
233109,1707308,78,10,single,rented,no,Analyst,Ramgarh,Jharkhand,9,12,0
233110,8492342,73,11,single,norent_noown,no,Air_traffic_controller,Alappuzha,Kerala,11,12,0
233111,7243096,59,1,married,rented,no,Dentist,Amritsar,Punjab,1,12,0
233112,389815,47,6,single,rented,no,Chef,Bellary,Karnataka,6,11,0
233113,3086965,21,3,single,rented,no,Fashion_Designer,Phusro,Jharkhand,3,13,1
233114,9451062,29,13,single,rented,no,Analyst,Sambhal,Uttar_Pradesh,7,13,0
233115,7769213,48,14,single,rented,no,Army_officer,Nellore[14][15],Andhra_Pradesh,12,10,1
233116,95015,37,20,single,rented,no,Lawyer,Gandhidham,Gujarat,3,13,0
233117,7215905,74,1,single,rented,yes,Magistrate,Kamarhati,West_Bengal,1,10,0
233118,9655270,21,4,single,rented,no,Computer_hardware_engineer,Hospet,Karnataka,4,11,0
233119,1664781,47,19,single,owned,no,Lawyer,Sambhal,Uttar_Pradesh,14,13,0
233120,3651967,33,19,single,rented,no,Mechanical_engineer,Gudivada,Andhra_Pradesh,13,12,0
233121,4923527,72,5,married,rented,no,Official,Serampore,West_Bengal,5,13,1
233122,3496418,57,9,single,rented,yes,Dentist,Tiruppur,Tamil_Nadu,9,14,0
233123,5968406,62,17,single,rented,no,Financial_Analyst,Kozhikode,Kerala,6,10,1
233124,4265738,68,3,single,rented,no,Chemical_engineer,Bhopal,Madhya_Pradesh,3,14,0
233125,6386271,67,9,married,owned,no,Chartered_Accountant,Pudukkottai,Tamil_Nadu,6,14,0
233126,9328307,40,10,single,rented,no,Statistician,Hospet,Karnataka,4,13,0
233127,7986899,63,5,single,rented,yes,Geologist,Kirari_Suleman_Nagar,Delhi,5,11,0
233128,1603582,53,15,single,rented,no,Hotel_Manager,Amroha,Uttar_Pradesh,13,14,0
233129,7044137,78,16,single,rented,no,Firefighter,Navi_Mumbai,Maharashtra,7,11,0
233130,8832947,79,13,single,rented,no,Firefighter,Mira-Bhayandar,Maharashtra,13,11,0
233131,6518846,77,3,single,rented,yes,Engineer,Morena,Madhya_Pradesh,3,13,1
233132,7283789,53,10,single,rented,no,Economist,New_Delhi,Delhi,10,13,0
233133,9236360,64,7,single,rented,yes,Geologist,Raipur,Chhattisgarh,7,13,1
233134,3364671,34,9,married,rented,no,Engineer,Nizamabad,Telangana,7,11,1
233135,9400879,48,12,married,owned,no,Magistrate,Secunderabad,Telangana,12,14,0
233136,1299970,38,14,single,rented,no,Official,Thoothukudi,Tamil_Nadu,12,13,1
233137,7170002,29,10,single,rented,no,Web_designer,Kolkata,West_Bengal,8,11,0
233138,8684332,32,9,single,rented,no,Web_designer,Faridabad,Haryana,7,13,0
233139,8289361,47,16,single,rented,yes,Architect,Hosur,Tamil_Nadu,5,11,0
233140,5198691,74,19,single,rented,no,Psychologist,Varanasi,Uttar_Pradesh,5,11,0
233141,8194916,53,5,single,rented,no,Software_Developer,Berhampur,Odisha,5,12,0
233142,1456683,72,0,single,rented,no,Analyst,Thane,Maharashtra,0,12,0
233143,3073379,30,9,single,rented,no,Chef,Aligarh,Uttar_Pradesh,9,12,0
233144,7441167,71,19,single,rented,no,Architect,Bathinda,Punjab,10,14,1
233145,8157237,70,18,single,rented,no,Surveyor,Bhind,Madhya_Pradesh,6,14,0
233146,2380283,61,10,single,rented,no,Mechanical_engineer,Hapur,Uttar_Pradesh,6,14,1
233147,1986987,65,15,single,owned,no,Magistrate,Jamshedpur,Jharkhand,11,12,0
233148,771667,55,8,single,rented,no,Design_Engineer,Buxar[37],Bihar,8,13,0
233149,1365046,77,6,married,rented,no,Official,Rajkot,Gujarat,6,14,0
233150,9968362,53,8,single,rented,yes,Comedian,Deoghar,Jharkhand,3,11,1
233151,9926544,21,20,single,rented,no,Petroleum_Engineer,Coimbatore,Tamil_Nadu,9,14,0
233152,3746580,44,14,single,rented,no,Designer,Motihari[34],Bihar,13,12,1
233153,7183174,39,16,single,owned,no,Chemical_engineer,Chennai,Tamil_Nadu,4,11,1
233154,5606726,41,11,single,rented,no,Lawyer,Bardhaman,West_Bengal,5,11,0
233155,6681315,38,7,married,rented,no,Financial_Analyst,Kollam,Kerala,7,13,0
233156,1997781,24,6,single,rented,no,Chartered_Accountant,Jamalpur[36],Bihar,6,12,1
233157,1190274,54,9,single,rented,no,Computer_hardware_engineer,Kavali,Andhra_Pradesh,9,12,0
233158,8608515,70,20,single,rented,no,Magistrate,Panvel,Maharashtra,11,13,0
233159,710728,28,14,single,owned,no,Analyst,Raiganj,West_Bengal,4,13,0
233160,3927427,22,12,single,rented,no,Economist,Khammam,Telangana,11,14,0
233161,9243011,26,18,single,rented,yes,Technical_writer,Bhilai,Chhattisgarh,10,11,0
233162,2328228,47,15,single,rented,no,Hotel_Manager,Mehsana,Gujarat,7,13,0
233163,1737756,42,8,single,rented,yes,Army_officer,Miryalaguda,Telangana,6,10,0
233164,7985979,26,5,single,rented,no,Surveyor,Firozabad,Uttar_Pradesh,5,11,0
233165,2446237,37,20,single,rented,no,Software_Developer,Sagar,Madhya_Pradesh,10,12,0
233166,8842912,73,2,single,rented,yes,Consultant,Ambattur,Tamil_Nadu,2,10,0
233167,847595,45,17,single,rented,no,Engineer,Aizawl,Mizoram,13,14,0
233168,7697923,64,7,single,rented,no,Police_officer,Karimnagar,Telangana,7,10,0
233169,3231455,72,11,single,rented,no,Artist,Pudukkottai,Tamil_Nadu,4,11,1
233170,4586412,62,13,single,rented,no,Magistrate,Dhule,Maharashtra,13,12,0
233171,7425722,50,17,single,rented,no,Civil_engineer,Asansol,West_Bengal,10,10,0
233172,4138517,49,7,single,rented,no,Secretary,Bhilwara,Rajasthan,5,10,0
233173,1223266,34,6,single,rented,no,Magistrate,Shimoga,Karnataka,6,12,0
233174,3064126,58,2,single,rented,yes,Mechanical_engineer,Mysore[7][8][9],Karnataka,2,11,0
233175,5140074,55,13,single,rented,no,Architect,Muzaffarpur,Bihar,8,13,0
233176,7128455,75,2,single,rented,no,Biomedical_Engineer,Salem,Tamil_Nadu,2,11,1
233177,3167873,21,0,single,rented,no,Physician,Gurgaon,Haryana,0,12,0
233178,6106153,43,9,single,rented,no,Design_Engineer,Machilipatnam,Andhra_Pradesh,9,13,0
233179,1952710,46,3,single,rented,no,Financial_Analyst,Bhind,Madhya_Pradesh,3,13,0
233180,1694238,62,17,single,rented,no,Secretary,Hospet,Karnataka,13,13,0
233181,2834659,55,14,single,rented,no,Economist,Rajahmundry[19][20],Andhra_Pradesh,8,13,0
233182,2883384,60,17,single,rented,no,Geologist,Durgapur,West_Bengal,14,13,0
233183,9739112,33,9,single,rented,yes,Chef,Lucknow,Uttar_Pradesh,9,13,0
233184,6761572,44,11,single,rented,yes,Economist,Erode[17],Tamil_Nadu,11,12,0
233185,3568921,29,0,married,rented,no,Official,Anantapur,Andhra_Pradesh,0,11,0
233186,2025174,28,9,single,rented,no,Biomedical_Engineer,Jamnagar,Gujarat,5,13,1
233187,4569462,51,19,married,rented,no,Computer_operator,Cuttack,Odisha,10,14,0
233188,4817273,42,2,single,rented,no,Lawyer,Chinsurah,West_Bengal,2,14,0
233189,3666044,47,7,single,rented,yes,Fashion_Designer,Katihar,Bihar,7,13,0
233190,4989918,64,6,single,rented,no,Software_Developer,Jabalpur,Madhya_Pradesh,6,11,0
233191,2203865,37,2,single,rented,no,Army_officer,Tirupati[21][22],Andhra_Pradesh,2,10,1
233192,5237290,38,11,single,rented,no,Flight_attendant,Dhanbad,Jharkhand,11,11,0
233193,4941018,62,10,single,rented,no,Microbiologist,Narasaraopet,Andhra_Pradesh,4,12,0
233194,7759556,52,20,married,rented,yes,Hotel_Manager,Thiruvananthapuram,Kerala,13,14,0
233195,126997,61,7,single,rented,no,Mechanical_engineer,Anantapuram[24],Andhra_Pradesh,4,11,0
233196,6083383,57,2,single,rented,yes,Psychologist,Giridih,Jharkhand,2,12,1
233197,2281087,44,2,single,rented,no,Politician,Vellore,Tamil_Nadu,2,12,0
233198,9349981,45,20,single,rented,yes,Microbiologist,Bhubaneswar,Odisha,10,14,0
233199,3662015,59,20,married,owned,no,Lawyer,Kakinada,Andhra_Pradesh,14,12,0
233200,9223447,32,17,single,rented,no,Artist,Bikaner,Rajasthan,11,13,0
233201,1087174,45,11,single,rented,no,Artist,Hajipur[31],Bihar,8,10,0
233202,7348567,63,19,single,rented,no,Statistician,Vasai-Virar,Maharashtra,7,12,0
233203,8099474,30,11,single,rented,no,Magistrate,Muzaffarnagar,Uttar_Pradesh,7,12,0
233204,3806994,52,16,single,rented,no,Architect,Dhule,Maharashtra,9,11,1
233205,6580157,51,14,single,rented,no,Civil_engineer,Saharanpur,Uttar_Pradesh,5,11,0
233206,6093869,69,6,married,rented,no,Financial_Analyst,Bhind,Madhya_Pradesh,6,12,0
233207,5499771,79,11,single,rented,no,Physician,Pudukkottai,Tamil_Nadu,10,11,1
233208,8657703,27,5,single,rented,no,Technology_specialist,Avadi,Tamil_Nadu,5,10,1
233209,8535397,48,9,single,rented,yes,Drafter,Bihar_Sharif,Bihar,9,10,0
233210,1315996,61,16,single,rented,no,Air_traffic_controller,Anand,Gujarat,6,10,0
233211,1216795,36,4,single,rented,yes,Technical_writer,Alwar,Rajasthan,4,14,0
233212,3091727,61,5,single,rented,yes,Engineer,Shimla,Himachal_Pradesh,5,14,0
233213,8877622,64,4,single,rented,no,Analyst,Pali,Rajasthan,4,11,0
233214,934525,43,5,single,rented,no,Graphic_Designer,Gandhinagar,Gujarat,5,10,0
233215,6133461,45,13,single,rented,no,Chemical_engineer,Rohtak,Haryana,13,13,0
233216,710716,71,7,single,rented,no,Software_Developer,Saharanpur,Uttar_Pradesh,7,11,1
233217,1858698,72,0,single,rented,yes,Dentist,Guntur[13],Andhra_Pradesh,0,11,0
233218,8741537,38,10,single,rented,no,Chemical_engineer,Kozhikode,Kerala,10,14,1
233219,6597421,60,2,single,rented,no,Economist,Erode[17],Tamil_Nadu,2,12,0
233220,9876849,32,18,single,rented,yes,Firefighter,Bhusawal,Maharashtra,5,11,0
233221,7970574,35,8,single,rented,no,Dentist,Barasat,West_Bengal,8,12,0
233222,5106220,23,15,single,rented,no,Comedian,Patiala,Punjab,10,12,0
233223,1086116,50,5,single,rented,no,Design_Engineer,Bulandshahr,Uttar_Pradesh,5,10,0
233224,4291385,69,18,single,rented,no,Chemical_engineer,Tiruchirappalli[10],Tamil_Nadu,3,11,0
233225,5812597,77,13,single,rented,no,Artist,Aizawl,Mizoram,6,10,0
233226,1893893,33,4,married,rented,no,Civil_engineer,Tirunelveli,Tamil_Nadu,4,12,0
233227,1177701,28,4,single,rented,yes,Army_officer,Yamunanagar,Haryana,4,14,0
233228,5777372,62,10,single,rented,no,Analyst,Berhampur,Odisha,3,11,0
233229,7564531,44,3,married,rented,no,Mechanical_engineer,Dehri[30],Bihar,3,13,0
233230,4406917,21,9,single,rented,yes,Official,Dehradun,Uttarakhand,4,14,1
233231,2576213,40,15,single,rented,yes,Consultant,North_Dumdum,West_Bengal,9,14,0
233232,4852101,52,20,single,rented,no,Industrial_Engineer,New_Delhi,Delhi,8,10,0
233233,1602550,79,10,single,owned,no,Engineer,Shimla,Himachal_Pradesh,8,14,1
233234,9944415,70,17,single,rented,no,Psychologist,Kishanganj[35],Bihar,6,13,0
233235,8184181,47,16,single,rented,no,Firefighter,Bihar_Sharif,Bihar,5,14,0
233236,4900556,24,16,single,rented,no,Air_traffic_controller,Agartala,Tripura,9,12,1
233237,4915747,53,11,single,rented,no,Computer_operator,Guntakal,Andhra_Pradesh,11,12,0
233238,1906452,44,5,married,norent_noown,no,Drafter,Bidar,Karnataka,3,12,1
233239,4535327,71,12,single,rented,no,Statistician,Jalna,Maharashtra,11,10,0
233240,4070481,35,10,single,rented,no,Chemical_engineer,Durgapur,West_Bengal,8,12,0
233241,7404453,46,8,married,rented,no,Computer_operator,Thiruvananthapuram,Kerala,5,14,0
233242,9484446,37,13,single,rented,no,Consultant,Bhind,Madhya_Pradesh,9,13,0
233243,6422627,74,10,single,rented,no,Web_designer,Hospet,Karnataka,10,12,0
233244,9816802,70,11,single,rented,yes,Civil_engineer,Medininagar,Jharkhand,9,14,0
233245,8015516,32,12,single,rented,no,Librarian,Hindupur,Andhra_Pradesh,12,10,0
233246,3072307,72,10,single,rented,yes,Biomedical_Engineer,Ratlam,Madhya_Pradesh,10,13,0
233247,66498,59,14,single,rented,no,Scientist,Phusro,Jharkhand,10,13,0
233248,1144229,53,14,single,norent_noown,yes,Chef,Udaipur,Rajasthan,3,14,0
233249,8522384,57,8,single,rented,no,Statistician,Hajipur[31],Bihar,8,12,1
233250,3244058,58,7,single,rented,no,Chef,Panchkula,Haryana,7,11,0
233251,5417151,71,3,married,rented,no,Hotel_Manager,Jodhpur,Rajasthan,3,10,0
233252,3982719,49,2,single,rented,yes,Surveyor,Bidhannagar,West_Bengal,2,14,0
233253,8009319,21,16,single,rented,no,Army_officer,Chandigarh_city,Chandigarh,14,10,0
233254,1069909,60,10,single,rented,yes,Surgeon,Munger,Bihar,8,11,0
233255,582962,25,8,single,rented,no,Dentist,Bikaner,Rajasthan,8,14,0
233256,1148529,35,16,single,rented,yes,Computer_operator,Alwar,Rajasthan,9,12,0
233257,4119246,59,3,single,owned,yes,Economist,Bally,West_Bengal,3,11,0
233258,3264960,60,11,married,rented,yes,Civil_servant,Bellary,Karnataka,10,11,0
233259,4803613,29,3,single,norent_noown,no,Librarian,Bhusawal,Maharashtra,3,10,0
233260,8543972,31,3,single,rented,no,Scientist,Giridih,Jharkhand,3,13,1
233261,3329403,50,8,single,owned,no,Aviator,Sonipat,Haryana,8,12,0
233262,6187906,64,8,single,rented,yes,Comedian,Raebareli,Uttar_Pradesh,3,14,0
233263,9696635,48,3,married,rented,no,Flight_attendant,Bellary,Karnataka,3,10,0
233264,5863382,61,10,married,rented,no,Police_officer,Serampore,West_Bengal,5,14,0
233265,9033842,70,14,single,rented,no,Biomedical_Engineer,Tadepalligudem,Andhra_Pradesh,11,14,0
233266,1863164,45,13,single,rented,no,Army_officer,Silchar,Assam,13,13,1
233267,1042572,40,19,married,rented,no,Computer_operator,Parbhani,Maharashtra,11,11,1
233268,4649939,73,18,single,rented,yes,Economist,Shahjahanpur,Uttar_Pradesh,10,14,0
233269,7714025,48,6,single,rented,no,Biomedical_Engineer,Tenali,Andhra_Pradesh,6,10,0
233270,1001450,40,14,single,rented,no,Web_designer,Gopalpur,West_Bengal,10,12,0
233271,5033437,22,11,single,rented,yes,Flight_attendant,Erode[17],Tamil_Nadu,11,14,1
233272,9596734,73,11,single,rented,no,Official,Ballia,Uttar_Pradesh,4,14,0
233273,3940859,44,0,single,rented,no,Police_officer,Allahabad,Uttar_Pradesh[5],0,14,1
233274,1545433,29,10,single,rented,yes,Chef,Dehradun,Uttarakhand,10,12,1
233275,1357422,57,18,married,rented,no,Computer_operator,Panchkula,Haryana,14,12,0
233276,9760243,42,14,single,rented,no,Software_Developer,Shimla,Himachal_Pradesh,5,12,0
233277,6426536,49,18,single,rented,no,Surveyor,Sasaram[30],Bihar,12,14,0
233278,6734762,24,6,single,rented,no,Politician,Sambhal,Uttar_Pradesh,6,14,0
233279,4639561,33,5,married,norent_noown,no,Scientist,Vellore,Tamil_Nadu,5,10,1
233280,6015836,33,1,single,rented,no,Statistician,Bulandshahr,Uttar_Pradesh,1,10,0
233281,1544084,25,10,single,rented,yes,Engineer,Bokaro,Jharkhand,7,11,0
233282,4920556,72,10,married,rented,no,Technician,Sambalpur,Odisha,6,11,0
233283,8882604,69,3,single,rented,yes,Lawyer,Rajkot,Gujarat,3,13,0
233284,2395619,34,1,single,rented,yes,Air_traffic_controller,Delhi_city,Delhi,1,13,0
233285,51528,48,18,single,rented,no,Software_Developer,Sambalpur,Odisha,4,13,0
233286,1530242,28,0,single,rented,yes,Technology_specialist,Bhiwandi,Maharashtra,0,11,0
233287,4855982,56,2,single,rented,no,Consultant,Belgaum,Karnataka,2,12,0
233288,6161150,74,10,single,rented,no,Fashion_Designer,Nizamabad,Telangana,8,12,0
233289,3021417,46,7,single,rented,yes,Mechanical_engineer,Bihar_Sharif,Bihar,4,12,0
233290,5999325,77,0,single,rented,no,Technical_writer,Madurai,Tamil_Nadu,0,12,0
233291,1711528,28,3,single,owned,no,Army_officer,Bellary,Karnataka,3,11,0
233292,7595470,65,20,single,rented,yes,Fashion_Designer,Kota[6],Rajasthan,11,13,0
233293,377095,57,6,single,rented,no,Graphic_Designer,Ahmednagar,Maharashtra,6,14,1
233294,9369302,70,0,single,rented,yes,Statistician,Davanagere,Karnataka,0,13,1
233295,644619,27,13,single,rented,yes,Chef,Katni,Madhya_Pradesh,6,12,0
233296,4141368,70,11,married,rented,yes,Police_officer,Ongole,Andhra_Pradesh,11,10,0
233297,5345165,68,0,single,rented,no,Computer_hardware_engineer,Katni,Madhya_Pradesh,0,13,0
233298,2852277,65,5,single,rented,no,Design_Engineer,Korba,Chhattisgarh,5,11,0
233299,4750584,79,16,single,rented,no,Technician,Katni,Madhya_Pradesh,14,14,0
233300,346000,78,3,single,rented,no,Artist,Kollam,Kerala,3,10,0
233301,3343257,68,18,single,rented,no,Police_officer,Burhanpur,Madhya_Pradesh,13,14,0
233302,7557965,59,1,single,rented,yes,Statistician,Udupi,Karnataka,1,13,1
